sell_price,snap,is_event,dayofweek,day,month,is_weekend,days_since_start,lag_1,lag_7,lag_14,store_id_CA_2,store_id_CA_3,store_id_CA_4,store_id_TX_1,store_id_TX_2,store_id_TX_3,store_id_WI_1,store_id_WI_2,store_id_WI_3
3.199075144508671,0.0,1,5,29,1,1,0,297.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2471511627906975,0.0,1,5,29,1,1,0,297.0,297.0,297.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2389655172413794,0.0,1,5,29,1,1,0,297.0,297.0,297.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2635757575757576,0.0,1,5,29,1,1,0,297.0,297.0,297.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2638829787234043,0.0,1,5,29,1,1,0,297.0,297.0,297.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3.266137566137566,0.0,1,5,29,1,1,0,297.0,297.0,297.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.1870270270270273,0.0,1,5,29,1,1,0,297.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.408858695652174,0.0,1,5,29,1,1,0,297.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.4290109890109894,0.0,1,5,29,1,1,0,297.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3.312611111111111,0.0,1,5,29,1,1,0,297.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.199075144508671,0.0,1,6,30,1,1,1,297.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2471511627906975,0.0,1,6,30,1,1,1,406.0,297.0,297.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2389655172413794,0.0,1,6,30,1,1,1,341.0,297.0,297.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2635757575757576,0.0,1,6,30,1,1,1,113.0,297.0,297.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2638829787234043,0.0,1,6,30,1,1,1,152.0,297.0,297.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3.266137566137566,0.0,1,6,30,1,1,1,210.0,297.0,297.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.1870270270270273,0.0,1,6,30,1,1,1,138.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.408858695652174,0.0,1,6,30,1,1,1,343.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.4290109890109894,0.0,1,6,30,1,1,1,191.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3.312611111111111,0.0,1,6,30,1,1,1,152.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.199075144508671,0.0,1,0,31,1,0,2,284.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2471511627906975,0.0,1,0,31,1,0,2,408.0,297.0,297.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2389655172413794,0.0,1,0,31,1,0,2,326.0,297.0,297.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2635757575757576,0.0,1,0,31,1,0,2,124.0,297.0,297.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2638829787234043,0.0,1,0,31,1,0,2,154.0,297.0,297.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3.266137566137566,0.0,1,0,31,1,0,2,169.0,297.0,297.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.1870270270270273,0.0,1,0,31,1,0,2,123.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.408858695652174,0.0,1,0,31,1,0,2,306.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.4290109890109894,0.0,1,0,31,1,0,2,184.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3.312611111111111,0.0,1,0,31,1,0,2,138.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.199075144508671,1.0,1,1,1,2,0,3,214.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2471511627906975,1.0,1,1,1,2,0,3,238.0,297.0,297.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2389655172413794,1.0,1,1,1,2,0,3,260.0,297.0,297.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2635757575757576,1.0,1,1,1,2,0,3,75.0,297.0,297.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2638829787234043,1.0,1,1,1,2,0,3,109.0,297.0,297.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3.266137566137566,1.0,1,1,1,2,0,3,159.0,297.0,297.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.1870270270270273,1.0,1,1,1,2,0,3,113.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.408858695652174,0.0,1,1,1,2,0,3,208.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.4290109890109894,0.0,1,1,1,2,0,3,154.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3.312611111111111,0.0,1,1,1,2,0,3,127.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.199075144508671,1.0,1,2,2,2,0,4,175.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2471511627906975,1.0,1,2,2,2,0,4,240.0,297.0,297.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2389655172413794,1.0,1,2,2,2,0,4,231.0,297.0,297.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2635757575757576,1.0,1,2,2,2,0,4,97.0,297.0,297.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2638829787234043,0.0,1,2,2,2,0,4,126.0,297.0,297.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3.266137566137566,0.0,1,2,2,2,0,4,107.0,297.0,297.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.1870270270270273,0.0,1,2,2,2,0,4,84.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.408858695652174,1.0,1,2,2,2,0,4,145.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.4290109890109894,1.0,1,2,2,2,0,4,205.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3.312611111111111,1.0,1,2,2,2,0,4,98.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.199075144508671,1.0,1,3,3,2,0,5,182.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2471511627906975,1.0,1,3,3,2,0,5,220.0,297.0,297.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2389655172413794,1.0,1,3,3,2,0,5,220.0,297.0,297.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2635757575757576,1.0,1,3,3,2,0,5,107.0,297.0,297.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2638829787234043,1.0,1,3,3,2,0,5,108.0,297.0,297.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3.266137566137566,1.0,1,3,3,2,0,5,128.0,297.0,297.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.1870270270270273,1.0,1,3,3,2,0,5,61.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.408858695652174,1.0,1,3,3,2,0,5,0.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.4290109890109894,1.0,1,3,3,2,0,5,96.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3.312611111111111,1.0,1,3,3,2,0,5,87.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.199075144508671,1.0,1,4,4,2,0,6,191.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2471511627906975,1.0,1,4,4,2,0,6,263.0,297.0,297.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2389655172413794,1.0,1,4,4,2,0,6,258.0,297.0,297.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2635757575757576,1.0,1,4,4,2,0,6,84.0,297.0,297.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2638829787234043,0.0,1,4,4,2,0,6,153.0,297.0,297.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3.266137566137566,0.0,1,4,4,2,0,6,185.0,297.0,297.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.1870270270270273,0.0,1,4,4,2,0,6,107.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.408858695652174,0.0,1,4,4,2,0,6,297.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.4290109890109894,0.0,1,4,4,2,0,6,189.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3.312611111111111,0.0,1,4,4,2,0,6,170.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.199075144508671,1.0,1,5,5,2,1,7,224.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2471511627906975,1.0,1,5,5,2,1,7,304.0,406.0,297.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2389655172413794,1.0,1,5,5,2,1,7,285.0,341.0,297.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2635757575757576,1.0,1,5,5,2,1,7,100.0,113.0,297.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2638829787234043,1.0,1,5,5,2,1,7,72.0,152.0,297.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3.266137566137566,1.0,1,5,5,2,1,7,169.0,210.0,297.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.1870270270270273,1.0,1,5,5,2,1,7,96.0,138.0,297.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.408858695652174,1.0,1,5,5,2,1,7,333.0,343.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.4290109890109894,1.0,1,5,5,2,1,7,184.0,191.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3.312611111111111,1.0,1,5,5,2,1,7,136.0,152.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.199075144508671,1.0,1,6,6,2,1,8,263.0,284.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
